,title,type,source,text,added_date
294,Former President Jimmy Carter rides through Georgia peanut fest,U.S.,Reuters,"Former U.S. President Jimmy Carter and former first lady Rosalynn Carter made an outing on Saturday to view a festival in Georgia, the Carter Center said in a tweet.  Carter, 98, and his wife were driven through the former president's hometown Plains on Saturday to attend its annual peanut festival.  Carter, a one-term Democrat who left office in 1981, has lived longer after leaving the White House than any former president in U.S. history.",2023-09-24 02:42:39.320235
295,Venezuelans to vote in referendum on territory -minister,World,Reuters,"Venezuela's National Assembly has green-lighted a referendum regarding a territorial dispute with Guyana, Foreign Minister Yvan Gil said on Saturday in an address to the United Nations.  Venezuela this week rejected Guyana's recent oil tender, arguing that the offshore blocks awarded are in disputed areas and that companies awarded the blocks will not have rights to explore them.  ""Two days ago, Venezuela's National Assembly unanimously decided to call our people to vote in a consultative referendum to ratify the defense of our sovereign territory against the aggressions of the American empire, which wants to lead us to a war for natural resources,"" Gil told the UN General Assembly in New York.",2023-09-24 03:08:35.020811
296,Supermarket franchisee Spinneys Dubai plans IPO in 2024,Business,Reuters,"Spinneys Dubai LLC, the franchisee of the supermarket chain in the United Arab Emirates and Oman, is planning an initial public offering of the business in the second quarter of 2024, three sources with direct knowledge of the matter said.  Albwardy Investment, the franchise's 100% owner, hired Rothschild & Co to advise on the planned IPO, the sources said, requesting anonymity as the plans are not public.  Spinneys, Albwardy and Rothschild did not immediately respond to Reuters' requests for comment.",2023-09-24 14:03:04.495257
297,High-speed rail was touted as a game-changer in Britain. Costs are making the government think twice,World,AP Finance,The British government confirmed Sunday it may scrap a big chunk of an overdue and over-budget high-speed rail line once touted as a way to attract jobs and investment to northern England.  British media reported that an announcement is expected this week that the line will end in Birmingham – 100 miles (160 kilometers) from London -- rather than further north in Manchester.  The Conservative government insists no final decision has been made about the embattled High Speed 2 project.,2023-09-24 14:03:05.493275
298,UK’s Liberal Democrats Sniff Power in Hope of 2010 Replay,World,Bloomberg,"(Bloomberg) -- As orange-wearing Liberal Democrat party activists strolled the sunny seafront in Bournemouth this weekend for their annual conference, a tantalizing prospect buoyed their spirits: The chance to be kingmakers in British politics for the first time in almost a decade.Most Read from BloombergWells Fargo Preps for Wealth Battle After $1 Billion TurnaroundUS to Keep a Distance From India-Canada Dispute, Signum’s Myers SaysBond Market Faces Quandary After Fed Signals It’s Almost DoneCh",2023-09-24 14:22:48.242874
299,"UPDATE 1-LG Chem with China's Huayou to make battery materials in Indonesia, Morocco",Business,Reuters,"South Korea's LG Chem Ltd has entered a partnership with China's Huayou Group's subsidiary Youshan, it said on Sunday, to build a joint electric vehicle (EV) battery material plant in Morocco to diversify its portfolio.  Huayou has joined the growing number of Chinese electric vehicle and battery companies seeking to expand overseas to get closer to their foreign clients and benefit from local incentives.",2023-09-24 14:44:58.825416
300,Lawmakers are pushing ideas to end government shutdowns forever,Politics,Yahoo Finance,One area of agreement in Washington as it heads toward a possible shutdown is that these regular government stoppages are a pattern worth trying to break.,2023-09-24 14:54:00.559906
301,Oil Price Surge Upends Emerging-Market Disinflation Trade,Business,Bloomberg,"(Bloomberg) -- Just a couple of months ago, emerging-market assets were all the rage as inflation eased and interest rate-cut bets surfaced. The trade has all but fizzled out. Most Read from BloombergWells Fargo Preps for Wealth Battle After $1 Billion TurnaroundUS to Keep a Distance From India-Canada Dispute, Signum’s Myers SaysBond Market Faces Quandary After Fed Signals It’s Almost DoneChina’s Ultra-Rich Gen Zs Flock Home as Global Tensions RiseRaw Meat-Eating Liver King And Other Health Infl",2023-09-24 15:50:44.300183
302,Apple to Scale Up India Production Fivefold to $40 Billion,Business,Bloomberg,"(Bloomberg) -- Apple Inc. plans to increase production in India more than fivefold within the next five years, PTI reported, citing government officials it didn’t identify.Most Read from BloombergWells Fargo Preps for Wealth Battle After $1 Billion TurnaroundUS to Keep a Distance From India-Canada Dispute, Signum’s Myers SaysBond Market Faces Quandary After Fed Signals It’s Almost DoneChina’s Ultra-Rich Gen Zs Flock Home as Global Tensions RiseRaw Meat-Eating Liver King And Other Health Influenc",2023-09-24 15:59:37.036883
303,Return-to-office mandates could be detrimental to working mothers,Business,Yahoo Finance,The labor force participation rate for women with children under 5 is at an all-time high of 70.4% — for now.,2023-09-24 16:08:24.923398
304,Corzine Plans to Shut Hedge Fund and Return Capital to Investors,Business,Bloomberg,"(Bloomberg) -- Jon Corzine will shutter the hedge fund he started after the collapse of MF Global Holdings, marking the end of his bid to rebound from one of the largest bankruptcies in US history. Most Read from BloombergWells Fargo Preps for Wealth Battle After $1 Billion TurnaroundUS to Keep a Distance From India-Canada Dispute, Signum’s Myers SaysBond Market Faces Quandary After Fed Signals It’s Almost DoneChina’s Ultra-Rich Gen Zs Flock Home as Global Tensions RiseRaw Meat-Eating Liver King",2023-09-24 17:07:31.830925
305,Factoring time into your investments,Business,Yahoo Finance,"Regardless of if you’re trading for the short term or investing for the long term, making money in the stock market is a process. And processes involve time.",2023-09-24 17:25:10.359558
306,"Labor strikes, inflation and Nike earnings: What to know this week",Business,Yahoo Finance,A stacked calendar with inflation data and updates on several macro economic headwinds awaits investors in the week ahead.,2023-09-24 17:31:21.805240
307,Core Inflation Gauges Are Falling in US and Euro Zone: Eco Week,Business,Bloomberg,"(Bloomberg) -- Policymakers on each side of the Atlantic are likely to take comfort this week from a slowdown taking hold in key underlying measures of consumer-price growth.Most Read from BloombergWells Fargo Preps for Wealth Battle After $1 Billion TurnaroundUS to Keep a Distance From India-Canada Dispute, Signum’s Myers SaysBond Market Faces Quandary After Fed Signals It’s Almost DoneChinese Gold Buying Is Driving a Paradigm Shift in BullionChina’s Ultra-Rich Gen Zs Flock Home as Global Tensi",2023-09-24 18:20:50.510061
